player_low,player_high,matches,sweeps,avg_total_sets,avg_ATP,last_match,sweep_rate,non_sweep_rate
adam kosacky,marek kulisek,118,37,4.0,74.84745762711864,2026-04-05 20:35:00,0.3135593220338983,0.6864406779661016
adam kosacky,martin cerny,99,22,4.111111111111111,75.78787878787878,2026-04-19 19:55:00,0.2222222222222222,0.7777777777777778
adam kosacky,martin dolezal,122,29,4.180327868852459,79.25409836065573,2025-02-07 14:10:00,0.23770491803278687,0.7622950819672132
adam kosacky,martin sulc,38,13,3.973684210526316,72.57894736842105,2025-12-05 22:50:00,0.34210526315789475,0.6578947368421053
adam kosacky,michal brozek,204,54,4.132352941176471,77.83823529411765,2026-04-16 17:20:00,0.2647058823529412,0.7352941176470589
adam kosacky,milos frydl,32,13,3.9375,74.46875,2025-11-30 15:05:00,0.40625,0.59375
adam kosacky,miroslav sochor,37,9,4.054054054054054,76.1891891891892,2026-02-22 13:50:00,0.24324324324324326,0.7567567567567568
adam kosacky,ondrej fiklik,129,35,4.147286821705427,77.9922480620155,2026-03-28 20:25:00,0.2713178294573643,0.7286821705426356
adam kosacky,pavel rissky,25,4,4.32,81.64,2026-03-07 10:55:00,0.16,0.84
adam kosacky,petr korp,53,17,4.0,77.22641509433963,2024-03-06 08:50:00,0.32075471698113206,0.679245283018868
adam kosacky,petr kotrbaty,64,18,4.109375,77.109375,2025-11-24 13:55:00,0.28125,0.71875
adam kosacky,petr semrad,42,14,3.8333333333333335,69.73809523809524,2024-05-26 06:55:00,0.3333333333333333,0.6666666666666667
adam kosacky,vaclav jr hejda,96,20,4.135416666666667,81.17708333333333,2026-02-26 12:55:00,0.20833333333333334,0.7916666666666666
adam kosacky,vaclav nadvornik,25,5,4.04,76.36,2026-04-16 11:50:00,0.2,0.8
adam kosacky,viktor skokan,25,4,4.44,83.4,2025-12-19 20:50:00,0.16,0.84
adam kosacky,vlastimil kolar,40,13,4.0,74.425,2025-09-12 11:55:00,0.325,0.675
adam kosacky,vojtech koutnik,32,6,4.1875,80.0,2024-06-29 14:55:00,0.1875,0.8125
adam kosacky,zdenek muhlhauser,40,7,4.225,79.5,2024-06-29 18:30:00,0.175,0.825
adam kosacky,zdenek zahradka,53,8,4.39622641509434,82.47169811320755,2024-05-10 13:30:00,0.1509433962264151,0.8490566037735849
adam kral,bohuslav budik,70,11,4.2,80.41428571428571,2026-03-13 09:25:00,0.15714285714285714,0.8428571428571429
adam kral,david sabuka,31,6,4.032258064516129,77.38709677419355,2026-04-01 22:00:00,0.1935483870967742,0.8064516129032258
adam kral,filip marat,25,4,4.28,83.48,2026-04-19 07:55:00,0.16,0.84
adam kral,gabor dohnal,20,5,4.15,78.9,2026-03-09 20:55:00,0.25,0.75
adam kral,jakub dvorak,38,10,4.078947368421052,77.97368421052632,2026-04-19 06:55:00,0.2631578947368421,0.736842105263158
adam kral,jan hendrych,43,10,4.023255813953488,76.11627906976744,2026-04-01 20:20:00,0.23255813953488372,0.7674418604651163
adam kral,jaroslav brynych,29,6,4.310344827586207,79.89655172413794,2024-05-23 19:20:00,0.20689655172413793,0.7931034482758621
adam kral,josef pistora,20,7,3.75,68.9,2024-08-31 11:50:00,0.35,0.65
adam kral,josef ruzicka,98,21,4.153061224489796,78.66326530612245,2025-11-29 11:35:00,0.21428571428571427,0.7857142857142857
adam kral,martin dolezal,26,9,3.9615384615384617,75.03846153846153,2026-01-27 08:55:00,0.34615384615384615,0.6538461538461539
adam kral,martin filipek,48,9,4.270833333333333,82.625,2026-04-16 08:55:00,0.1875,0.8125
adam kral,michal nemec,50,12,4.16,78.14,2024-06-03 07:50:00,0.24,0.76
adam kral,milan tlusty,59,11,4.203389830508475,82.11864406779661,2026-04-18 12:25:00,0.1864406779661017,0.8135593220338984
adam kral,ondrej knazik,25,4,4.24,80.28,2026-03-13 07:55:00,0.16,0.84
adam kral,petr chlumsky,25,7,4.08,77.72,2026-04-18 08:55:00,0.28,0.72
adam kral,petr kubat,64,12,4.265625,80.890625,2026-01-25 22:25:00,0.1875,0.8125
adam kral,petr vodal,27,10,4.037037037037037,77.51851851851852,2024-07-06 10:20:00,0.37037037037037035,0.6296296296296297
adam kral,radek muller,68,17,4.132352941176471,79.58823529411765,2026-03-30 18:55:00,0.25,0.75
adam kral,radek slavik,28,7,4.178571428571429,79.92857142857143,2026-02-22 17:25:00,0.25,0.75
adam kral,tomas krejci,24,5,4.208333333333333,83.125,2025-03-20 20:20:00,0.20833333333333334,0.7916666666666666
adam kral,trefny jan,27,11,4.0,74.55555555555556,2025-11-14 09:50:00,0.4074074074074074,0.5925925925925926
adam kral,vojna daniel,94,16,4.351063829787234,85.07446808510639,2026-03-20 15:20:00,0.1702127659574468,0.8297872340425532
adam kral,vojtech dusan,29,7,4.068965517241379,74.65517241379311,2025-08-23 22:30:00,0.2413793103448276,0.7586206896551724
adam kral,vojtech koutnik,62,17,4.129032258064516,78.1774193548387,2026-03-08 10:25:00,0.27419354838709675,0.7258064516129032
